model,scenario,trial,success,turn,G,C,D,S,O,E,corruption
deepseek,S9,5,0,8,0.0,100.0,87.0424,0.0,89.2836,100.0,0.0
deepseek,S9,6,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,6,0,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S9,6,0,2,22.9727,69.841,37.7275,33.9771,50.2076,33.1058,0.0
deepseek,S9,6,0,3,13.3189,74.4402,40.3708,27.055,55.9958,38.403,0.0
deepseek,S9,6,0,4,3.8359,78.1236,43.7302,18.4813,60.8061,47.2536,0.0
deepseek,S9,6,0,5,0.0,82.6596,50.5931,9.9103,65.8986,60.8576,0.0
deepseek,S9,6,0,6,0.0,88.7887,59.8648,0.6931,71.6174,77.6213,0.0
deepseek,S9,6,0,7,0.0,96.4085,69.9568,0.0,77.6877,96.1531,0.0
deepseek,S9,6,0,8,0.0,100.0,82.2194,0.0,86.7151,100.0,0.0
deepseek,S9,7,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,7,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,7,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,7,0,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S9,7,0,4,7.4494,75.822,40.0661,20.6125,58.9775,42.5252,0.0
deepseek,S9,7,0,5,0.0,80.9989,48.3397,11.5866,64.2135,55.6822,0.0
deepseek,S9,7,0,6,0.0,86.5512,57.0982,2.6012,69.4852,72.1018,0.0
deepseek,S9,7,0,7,0.0,94.0661,67.6387,0.0,75.4531,90.6896,0.0
deepseek,S9,7,0,8,0.0,100.0,81.9684,0.0,84.473,100.0,0.0
deepseek,S9,8,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,8,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,8,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,8,0,3,16.8039,71.3302,34.902,28.3244,53.8664,33.5955,0.0
deepseek,S9,8,0,4,8.9994,74.297,37.4661,21.2,57.94,40.2502,0.0
deepseek,S9,8,0,5,0.0,79.1389,45.381,12.8459,62.8391,52.3897,0.0
deepseek,S9,8,0,6,0.0,84.2521,53.9421,4.1622,67.9104,68.1361,0.0
deepseek,S9,8,0,7,0.0,91.2847,64.1734,0.0,73.6335,85.9879,0.0
deepseek,S9,8,0,8,0.0,100.0,78.2746,0.0,81.9861,100.0,0.0
deepseek,S9,9,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,9,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,9,1,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S9,9,1,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
deepseek,S9,9,1,4,10.4044,73.687,36.9973,22.4694,57.3107,38.4427,0.0
deepseek,S9,9,1,5,0.4952,77.1123,41.8329,14.3737,61.306,48.4603,0.0
deepseek,S9,9,1,6,0.0,81.6804,50.0788,6.136,66.0774,63.2764,0.0
deepseek,S9,9,1,7,0.0,89.3478,62.449,0.0,72.2483,81.7492,0.0
deepseek,S9,9,1,8,0.0,99.3329,76.1914,0.0,79.9609,100.0,0.0
deepseek,S9,10,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,10,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,10,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,10,0,3,16.8039,71.3302,34.902,28.3244,53.8664,33.5955,0.0
deepseek,S9,10,0,4,8.9994,74.297,37.4661,21.2,57.94,40.2502,0.0
deepseek,S9,10,0,5,0.0,77.8889,42.881,12.8459,62.0891,50.8897,0.0
deepseek,S9,10,0,6,0.0,83.9771,54.0421,4.5497,67.7229,67.6611,0.0
deepseek,S9,10,0,7,0.0,90.9997,64.1446,0.0,73.4566,85.4804,0.0
deepseek,S9,10,0,8,0.0,100.0,75.671,0.0,80.9842,100.0,0.0
deepseek,S9,11,1,0,40.3,57.75,40.0,45.0,33.15,36.8,0.0
deepseek,S9,11,1,1,32.98,62.905,34.395,40.0825,41.9575,30.18,0.0
deepseek,S9,11,1,2,25.5667,67.572,33.94,35.0724,48.6184,29.5077,0.0
deepseek,S9,11,1,3,17.2991,71.6596,35.9364,29.1769,53.885,33.2041,0.0
deepseek,S9,11,1,4,9.9725,74.1577,37.1548,21.9233,57.6985,39.2401,0.0
deepseek,S9,11,1,5,0.0,77.6314,42.2345,13.744,61.7292,49.4943,0.0
deepseek,S9,11,1,6,0.0,82.2911,50.7375,5.4154,66.5675,64.6043,0.0
deepseek,S9,11,1,7,0.0,88.8462,60.7749,0.0,72.0363,81.7639,0.0
deepseek,S9,11,1,8,0.0,98.7155,74.7197,0.0,79.7836,100.0,0.0
deepseek,S9,12,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,12,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,12,1,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,12,1,3,16.8039,71.3302,34.902,28.3244,53.8664,33.5955,0.0
deepseek,S9,12,1,4,8.9994,74.297,37.4661,21.2,57.94,40.2502,0.0
deepseek,S9,12,1,5,0.0,77.8889,42.881,12.8459,62.0891,50.8897,0.0
deepseek,S9,12,1,6,0.0,82.7271,51.5421,4.5497,66.9729,66.1611,0.0
deepseek,S9,12,1,7,0.0,89.4747,61.7446,0.0,72.5191,83.5054,0.0
deepseek,S9,12,1,8,0.0,99.5522,75.781,0.0,80.5423,100.0,0.0
deepseek,S9,13,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,13,1,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S9,13,1,2,22.9727,69.841,37.7275,33.9771,50.2076,33.1058,0.0
deepseek,S9,13,1,3,14.3189,73.1902,37.8708,27.055,55.2458,36.903,0.0
deepseek,S9,13,1,4,5.3859,76.5986,41.1302,19.0688,59.7686,44.9786,0.0
deepseek,S9,13,1,5,0.0,80.7996,47.6343,11.1403,64.5242,57.5651,0.0
deepseek,S9,13,1,6,0.0,86.4896,56.7116,2.2306,70.0367,73.6615,0.0
deepseek,S9,13,1,7,0.0,94.1279,67.4969,0.0,76.1596,92.0611,0.0
deepseek,S9,13,1,8,0.0,100.0,81.9913,0.0,85.3479,100.0,0.0
deepseek,S9,14,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,14,1,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S9,14,1,2,22.9727,69.841,37.7275,33.9771,50.2076,33.1058,0.0
deepseek,S9,14,1,3,13.3189,74.4402,40.3708,27.055,55.9958,38.403,0.0
deepseek,S9,14,1,4,2.8359,79.3736,46.2302,18.4813,61.5561,48.7536,0.0
deepseek,S9,14,1,5,0.0,84.1846,53.1931,9.3228,66.9361,63.1326,0.0
deepseek,S9,14,1,6,0.0,91.8987,65.0136,0.0,73.5868,81.9488,0.0
deepseek,S9,14,1,7,0.0,100.0,78.6463,0.0,81.1385,100.0,0.0
deepseek,S9,14,1,8,0.0,100.0,92.8493,0.0,91.1677,100.0,3.5
deepseek,S9,15,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,15,1,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S9,15,1,2,22.9727,69.841,37.7275,33.9771,50.2076,33.1058,0.0
deepseek,S9,15,1,3,14.3189,73.1902,37.8708,27.055,55.2458,36.903,0.0
deepseek,S9,15,1,4,5.3859,76.5986,41.1302,19.0688,59.7686,44.9786,0.0
deepseek,S9,15,1,5,0.0,80.7996,47.6343,11.1403,64.5242,57.5651,0.0
deepseek,S9,15,1,6,0.0,86.4896,56.7116,2.2306,70.0367,73.6615,0.0
deepseek,S9,15,1,7,0.0,95.3779,69.9969,0.0,76.9096,93.5611,0.0
deepseek,S9,15,1,8,0.0,100.0,84.3913,0.0,86.2854,100.0,0.0
deepseek,S9,16,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,16,1,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S9,16,1,2,22.9727,69.841,37.7275,33.9771,50.2076,33.1058,0.0
deepseek,S9,16,1,3,13.3189,74.4402,40.3708,27.055,55.9958,38.403,0.0
deepseek,S9,16,1,4,3.8359,78.1236,43.7302,18.4813,60.8061,47.2536,0.0
deepseek,S9,16,1,5,0.0,82.6596,50.5931,9.9103,65.8986,60.8576,0.0
deepseek,S9,16,1,6,0.0,88.7887,59.8648,0.6931,71.6174,77.6213,0.0
deepseek,S9,16,1,7,0.0,96.9085,70.9568,0.0,77.9877,96.7531,0.0
deepseek,S9,16,1,8,0.0,100.0,85.6794,0.0,87.8401,100.0,0.0
deepseek,S9,17,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S9,17,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S9,17,1,2,20.4877,71.701,40.6962,32.7077,51.587,36.4133,0.0
deepseek,S9,17,1,3,9.5811,76.7418,44.0349,24.9238,57.8244,43.1314,0.0
deepseek,S9,17,1,4,0.0,82.2843,51.0084,15.2043,64.0037,55.4662,0.0
deepseek,S9,17,1,5,0.0,87.9533,59.1118,5.1751,69.9872,71.8359,0.0
deepseek,S9,17,1,6,0.0,95.5028,69.2064,0.0,76.3413,90.5419,0.0
deepseek,S9,17,1,7,0.0,100.0,83.4299,0.0,85.1985,100.0,0.0
deepseek,S9,17,1,8,0.0,100.0,96.9154,0.0,94.6187,100.0,3.5
deepseek,S9,18,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,18,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,18,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,18,0,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S9,18,0,4,7.4494,75.822,40.0661,20.6125,58.9775,42.5252,0.0
deepseek,S9,18,0,5,0.0,79.7489,45.8397,11.5866,63.4635,54.1822,0.0
deepseek,S9,18,0,6,0.0,85.0262,54.6982,2.9887,68.5477,70.1268,0.0
deepseek,S9,18,0,7,0.0,93.5061,67.7099,0.0,75.0887,89.7071,0.0
deepseek,S9,18,0,8,0.0,100.0,78.3748,0.0,82.9168,100.0,0.0
deepseek,S9,19,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,19,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,19,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S9,19,0,3,17.4039,71.0552,34.802,28.9119,53.5789,32.8205,0.0
deepseek,S9,19,0,4,9.8544,73.962,37.0973,21.8819,57.5982,39.2177,0.0
deepseek,S9,19,0,5,0.0,77.4473,42.1916,13.7018,61.6429,49.4778,0.0
deepseek,S9,19,0,6,0.0,82.1195,50.6852,5.396,66.4824,64.5631,0.0
deepseek,S9,19,0,7,0.0,88.6824,60.7111,0.0,71.9519,81.6967,0.0
deepseek,S9,19,0,8,0.0,96.8049,71.1423,0.0,78.6484,99.9478,0.0
deepseek,S9,20,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,20,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,20,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,20,0,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S9,20,0,4,7.4494,75.822,40.0661,20.6125,58.9775,42.5252,0.0
deepseek,S9,20,0,5,0.0,79.7489,45.8397,11.5866,63.4635,54.1822,0.0
deepseek,S9,20,0,6,0.0,85.0262,54.6982,2.9887,68.5477,70.1268,0.0
deepseek,S9,20,0,7,0.0,91.7561,64.2099,0.0,74.0387,87.6071,0.0
deepseek,S9,20,0,8,0.0,100.0,76.0148,0.0,81.9043,100.0,0.0
deepseek,S9,21,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,21,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,21,1,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S9,21,1,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
deepseek,S9,21,1,4,10.4044,73.687,36.9973,22.4694,57.3107,38.4427,0.0
deepseek,S9,21,1,5,0.0,78.3623,44.3329,14.3737,62.056,49.9603,0.0
deepseek,S9,21,1,6,0.0,84.4554,55.0778,5.6495,67.8144,66.8999,0.0
deepseek,S9,21,1,7,0.0,92.7076,67.3867,0.0,74.3521,86.3776,0.0
deepseek,S9,21,1,8,0.0,100.0,81.1872,0.0,82.6748,100.0,0.0
deepseek,S9,22,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S9,22,1,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S9,22,1,2,22.0877,70.176,38.0962,33.2952,50.5495,34.1382,0.0
deepseek,S9,22,1,3,12.0661,74.8819,41.0662,26.1932,56.445,39.8239,0.0
deepseek,S9,22,1,4,2.1416,78.7327,44.8443,17.3355,61.4251,49.2378,0.0
deepseek,S9,22,1,5,0.0,83.5176,52.2528,8.4138,66.7618,63.6272,0.0
deepseek,S9,22,1,6,0.0,90.0038,61.788,0.0,72.6057,80.7788,0.0
deepseek,S9,22,1,7,0.0,98.5101,73.098,0.0,79.3206,100.0,0.0
deepseek,S9,22,1,8,0.0,100.0,87.9844,0.0,89.6225,100.0,0.0
deepseek,S9,23,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,23,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,23,1,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,23,1,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S9,23,1,4,7.4494,75.822,40.0661,20.6125,58.9775,42.5252,0.0
deepseek,S9,23,1,5,0.0,79.7489,45.8397,11.5866,63.4635,54.1822,0.0
deepseek,S9,23,1,6,0.0,85.0262,54.6982,2.9887,68.5477,70.1268,0.0
deepseek,S9,23,1,7,0.0,92.2561,65.2099,0.0,74.3387,88.2071,0.0
deepseek,S9,23,1,8,0.0,100.0,79.4748,0.0,83.0293,100.0,0.0
deepseek,S9,24,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,24,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,24,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,24,0,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S9,24,0,4,7.4494,75.822,40.0661,20.6125,58.9775,42.5252,0.0
deepseek,S9,24,0,5,0.0,79.7489,45.8397,11.5866,63.4635,54.1822,0.0
deepseek,S9,24,0,6,0.0,86.2762,57.1982,2.9887,69.2977,71.6268,0.0
deepseek,S9,24,0,7,0.0,95.0311,70.1099,0.0,76.0262,91.6821,0.0
deepseek,S9,24,0,8,0.0,100.0,84.2648,0.0,85.1587,100.0,0.0
deepseek,S9,25,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S9,25,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S9,25,0,2,20.4877,71.701,40.6962,32.7077,51.587,36.4133,0.0
deepseek,S9,25,0,3,9.5811,76.7418,44.0349,24.9238,57.8244,43.1314,0.0
deepseek,S9,25,0,4,0.0,81.0343,48.5084,15.2043,63.2537,53.9662,0.0
deepseek,S9,25,0,5,0.0,87.6783,59.2118,5.5626,69.7997,71.3609,0.0
deepseek,S9,25,0,6,0.0,96.4678,71.6777,0.0,76.9145,91.5344,0.0
deepseek,S9,25,0,7,0.0,100.0,83.2262,0.0,85.1342,100.0,0.0
deepseek,S9,25,0,8,0.0,100.0,96.7423,0.0,94.564,100.0,3.5
deepseek,S9,26,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,26,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,26,1,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,26,1,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S9,26,1,4,7.4494,75.822,40.0661,20.6125,58.9775,42.5252,0.0
deepseek,S9,26,1,5,0.0,79.7489,45.8397,11.5866,63.4635,54.1822,0.0
deepseek,S9,26,1,6,0.0,86.2762,57.1982,2.9887,69.2977,71.6268,0.0
deepseek,S9,26,1,7,0.0,95.0311,70.1099,0.0,76.0262,91.6821,0.0
deepseek,S9,26,1,8,0.0,100.0,84.2648,0.0,85.1587,100.0,0.0
deepseek,S9,27,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,27,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,27,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S9,27,0,3,17.4039,71.0552,34.802,28.9119,53.5789,32.8205,0.0
deepseek,S9,27,0,4,9.8544,73.962,37.0973,21.8819,57.5982,39.2177,0.0
deepseek,S9,27,0,5,0.0,77.4473,42.1916,13.7018,61.6429,49.4778,0.0
deepseek,S9,27,0,6,0.0,82.1195,50.6852,5.396,66.4824,64.5631,0.0
deepseek,S9,27,0,7,0.0,88.6824,60.7111,0.0,71.9519,81.6967,0.0
deepseek,S9,27,0,8,0.0,98.5549,74.6423,0.0,79.6984,100.0,0.0
deepseek,S9,28,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,28,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S9,28,1,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S9,28,1,3,16.8039,71.3302,34.902,28.3244,53.8664,33.5955,0.0
deepseek,S9,28,1,4,8.9994,74.297,37.4661,21.2,57.94,40.2502,0.0
deepseek,S9,28,1,5,0.0,77.8889,42.881,12.8459,62.0891,50.8897,0.0
deepseek,S9,28,1,6,0.0,82.7271,51.5421,4.5497,66.9729,66.1611,0.0
deepseek,S9,28,1,7,0.0,89.4747,61.7446,0.0,72.5191,83.5054,0.0
deepseek,S9,28,1,8,0.0,99.5522,75.781,0.0,80.5423,100.0,0.0
deepseek,S9,29,1,0,40.3,57.75,40.0,45.0,33.15,36.8,0.0
deepseek,S9,29,1,1,32.98,62.905,34.395,40.0825,41.9575,30.18,0.0
deepseek,S9,29,1,2,25.5667,67.572,33.94,35.0724,48.6184,29.5077,0.0
deepseek,S9,29,1,3,18.2991,70.4096,33.4364,29.1769,53.135,31.7041,0.0
deepseek,S9,29,1,4,11.1225,73.1327,35.5548,22.5108,56.961,37.5651,0.0
deepseek,S9,29,1,5,1.5089,76.3814,40.3158,14.7683,60.7698,47.1118,0.0
deepseek,S9,29,1,6,0.0,80.736,48.3391,6.9102,65.3295,61.3169,0.0
deepseek,S9,29,1,7,0.0,86.878,58.1025,0.0,70.6255,77.9117,0.0
deepseek,S9,29,1,8,0.0,96.2916,71.8661,0.0,77.814,97.9958,0.0
deepseek,S9,30,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S9,30,0,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S9,30,0,2,22.9727,69.841,37.7275,33.9771,50.2076,33.1058,0.0
deepseek,S9,30,0,3,14.3189,73.1902,37.8708,27.055,55.2458,36.903,0.0
deepseek,S9,30,0,4,5.3859,76.5986,41.1302,19.0688,59.7686,44.9786,0.0
deepseek,S9,30,0,5,0.0,82.0496,50.1343,11.1403,65.2742,59.0651,0.0
deepseek,S9,30,0,6,0.0,89.2646,61.6116,1.8431,71.7242,77.1365,0.0
deepseek,S9,30,0,7,0.0,98.7129,74.8257,0.0,78.9615,98.0186,0.0
deepseek,S9,30,0,8,0.0,100.0,89.275,0.0,88.921,100.0,0.0
gemini,S9,1,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,1,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,1,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,1,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,1,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,1,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,1,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,1,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,1,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,2,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,2,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,2,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,2,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,2,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,2,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,2,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,2,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,2,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,3,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,3,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,3,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,3,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,3,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,3,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,3,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,3,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,3,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,4,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,4,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,4,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,4,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,4,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,4,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,4,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,4,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,4,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,5,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,5,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,5,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,5,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,5,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,5,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,5,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,5,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,5,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,6,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,6,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,6,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,6,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,6,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,6,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,6,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,6,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,6,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,7,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,7,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,7,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,7,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,7,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,7,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,7,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,7,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,7,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,8,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,8,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,8,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,8,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,8,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,8,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,8,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,8,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,8,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,9,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S9,9,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S9,9,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S9,9,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S9,9,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S9,9,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S9,9,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S9,9,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S9,9,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
gemini,S9,10,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
